Price,Close,High,Low,Open,Volume
Ticker,BTC=F,BTC=F,BTC=F,BTC=F,BTC=F
Date,,,,,
2018-02-28,10645.0,11005.0,10330.0,10665.0,1130
2018-03-01,11065.0,11100.0,10220.0,10450.0,1345
2018-03-02,11060.0,11215.0,10760.0,11035.0,748
2018-03-05,11615.0,11700.0,11340.0,11350.0,990
2018-03-06,10650.0,11655.0,10570.0,11595.0,1580
2018-03-07,9790.0,10880.0,9385.0,10735.0,1888
2018-03-08,9400.0,10100.0,9105.0,9970.0,2524
2018-03-09,9015.0,9445.0,8390.0,9350.0,2742
2018-03-12,8910.0,9940.0,8735.0,9490.0,2732
2018-03-13,9070.0,9515.0,8825.0,9165.0,3375
2018-03-14,8275.0,9395.0,8185.0,8905.0,2638
2018-03-15,8235.0,8450.0,7700.0,8005.0,3093
2018-03-16,8555.0,8640.0,7885.0,8340.0,3065
2018-03-19,8400.0,8720.0,8100.0,8275.0,2746
2018-03-20,8945.0,9025.0,8320.0,8420.0,2050
2018-03-21,8890.0,9185.0,8775.0,8990.0,1829
2018-03-22,8630.0,9095.0,8500.0,8905.0,2123
2018-03-23,8615.0,8770.0,8270.0,8650.0,2895
2018-03-26,7910.0,8650.0,7840.0,8650.0,2433
2018-03-27,7895.0,8270.0,7760.0,7880.0,3738
2018-03-28,7875.0,8100.0,7735.0,8010.0,3252
2018-03-29,7389.91015625,7995.0,7345.0,7885.0,1684
2018-04-02,6990.0,7150.0,6775.0,6905.0,3539
2018-04-03,7460.0,7520.0,6965.0,6975.0,2274
2018-04-04,6860.0,7440.0,6725.0,7430.0,2951
2018-04-05,6760.0,6925.0,6550.0,6790.0,4565
2018-04-06,6630.0,6890.0,6485.0,6760.0,2415
2018-04-09,6675.0,7225.0,6605.0,7025.0,3348
2018-04-10,6840.0,6880.0,6640.0,6705.0,1882
2018-04-11,6920.0,6970.0,6785.0,6860.0,1746
2018-04-12,7680.0,8105.0,6660.0,6920.0,4825
2018-04-13,8105.0,8235.0,7760.0,7790.0,3045
2018-04-16,7980.0,8445.0,7880.0,8005.0,3858
2018-04-17,7885.0,8180.0,7805.0,8015.0,2676
2018-04-18,8125.0,8240.0,7860.0,7870.0,2826
2018-04-19,8260.0,8315.0,8100.0,8190.0,2718
2018-04-20,8540.0,8585.0,8235.0,8300.0,2318
2018-04-23,8845.0,9015.0,8775.0,8910.0,2952
2018-04-24,9455.0,9465.0,8920.0,8965.0,4681
2018-04-25,8970.0,9765.0,8755.0,9480.0,10346
2018-04-26,8865.0,9185.0,8635.0,9170.0,4924
2018-04-27,9231.1201171875,9375.0,9115.0,9130.0,2190
2018-04-30,9365.0,9495.0,9140.0,9375.0,2999
2018-05-01,8985.0,9315.0,8815.0,9285.0,3143
2018-05-02,9150.0,9210.0,8985.0,9070.0,2093
2018-05-03,9675.0,9805.0,9180.0,9245.0,4177
2018-05-04,9670.0,9840.0,9540.0,9710.0,3762
2018-05-07,9435.0,9705.0,9160.0,9605.0,4705
2018-05-08,9235.0,9490.0,9010.0,9410.0,4435
2018-05-09,9280.0,9375.0,8955.0,9185.0,3015
2018-05-10,9090.0,9415.0,9040.0,9255.0,3063
2018-05-11,8625.0,9125.0,8380.0,9110.0,4980
2018-05-14,8755.0,8900.0,8285.0,8660.0,5754
2018-05-15,8555.0,8850.0,8435.0,8735.0,4222
2018-05-16,8250.0,8545.0,8115.0,8475.0,4978
2018-05-17,8180.0,8460.0,8115.0,8290.0,2872
2018-05-18,8230.0,8275.0,7915.0,8225.0,3390
2018-05-21,8375.0,8680.0,8320.0,8525.0,2701
2018-05-22,8180.0,8420.0,8070.0,8345.0,2341
2018-05-23,7590.0,8075.0,7425.0,8050.0,4586
2018-05-24,7580.0,7720.0,7230.0,7620.0,4427
2018-05-25,7493.93994140625,7650.0,7315.0,7530.0,2069
2018-05-29,7495.0,7580.0,7050.0,7190.0,5052
2018-05-30,7320.0,7620.0,7270.0,7505.0,2471
2018-05-31,7545.0,7660.0,7335.0,7335.0,2102
2018-06-01,7440.0,7620.0,7300.0,7550.0,2197
2018-06-04,7500.0,7900.0,7460.0,7715.0,1625
2018-06-05,7625.0,7670.0,7360.0,7515.0,2069
2018-06-06,7540.0,7695.0,7485.0,7605.0,1450
2018-06-07,7705.0,7780.0,7640.0,7695.0,1437
2018-06-08,7655.0,7705.0,7540.0,7670.0,1301
2018-06-11,6750.0,7120.0,6610.0,7120.0,3861
2018-06-12,6500.0,6890.0,6425.0,6770.0,3875
2018-06-13,6270.0,6620.0,6100.0,6470.0,5146
2018-06-14,6635.0,6705.0,6250.0,6275.0,4461
2018-06-15,6530.0,6670.0,6440.0,6670.0,2485
2018-06-18,6695.0,6785.0,6340.0,6495.0,2794
2018-06-19,6735.0,6840.0,6650.0,6710.0,1563
2018-06-20,6745.0,6815.0,6545.0,6705.0,2108
2018-06-21,6710.0,6780.0,6670.0,6705.0,1135
2018-06-22,6165.0,6735.0,5960.0,6705.0,3832
2018-06-25,6245.0,6345.0,6065.0,6150.0,4762
2018-06-26,6160.0,6275.0,6120.0,6255.0,3173
2018-06-27,6160.0,6210.0,5975.0,6210.0,3229
2018-06-28,6085.0,6180.0,6025.0,6140.0,1962
2018-06-29,5885.8798828125,5945.0,5805.0,5915.0,2512
2018-07-02,6625.0,6680.0,6260.0,6275.0,3977
2018-07-03,6580.0,6660.0,6530.0,6645.0,0
2018-07-05,6505.0,6700.0,6430.0,6690.0,6739
2018-07-06,6565.0,6640.0,6430.0,6490.0,2038
2018-07-09,6695.0,6760.0,6645.0,6745.0,1765
2018-07-10,6355.0,6785.0,6295.0,6695.0,3084
2018-07-11,6330.0,6380.0,6245.0,6355.0,2719
2018-07-12,6160.0,6365.0,6110.0,6355.0,3076
2018-07-13,6165.0,6340.0,6060.0,6160.0,3558
2018-07-16,6675.0,6710.0,6320.0,6370.0,3171
2018-07-17,7305.0,7470.0,6655.0,6665.0,5582
2018-07-18,7395.0,7595.0,7240.0,7385.0,6956
2018-07-19,7450.0,7510.0,7275.0,7325.0,4580
2018-07-20,7340.0,7700.0,7270.0,7435.0,6978
2018-07-23,7735.0,7820.0,7335.0,7380.0,8545
2018-07-24,8260.0,8365.0,7680.0,7740.0,11464
2018-07-25,8145.0,8490.0,8025.0,8255.0,11553
2018-07-26,8275.0,8310.0,8115.0,8260.0,6288
2018-07-27,7855.259765625,8030.0,7790.0,7960.0,9284
2018-07-30,8100.0,8265.0,7845.0,8140.0,8136
2018-07-31,7730.0,8200.0,7640.0,8120.0,9415
2018-08-01,7545.0,7760.0,7440.0,7695.0,9125
2018-08-02,7525.0,7700.0,7430.0,7460.0,5552
2018-08-03,7370.0,7560.0,7270.0,7525.0,5700
2018-08-06,6920.0,7140.0,6870.0,7080.0,5117
2018-08-07,6990.0,7155.0,6825.0,6845.0,5037
2018-08-08,6330.0,6785.0,6105.0,6765.0,8099
2018-08-09,6460.0,6545.0,6170.0,6300.0,6827
2018-08-10,6390.0,6605.0,6105.0,6555.0,6444
2018-08-13,6230.0,6555.0,6135.0,6405.0,7804
2018-08-14,6075.0,6280.0,5850.0,6240.0,6904
2018-08-15,6375.0,6600.0,6075.0,6105.0,6993
2018-08-16,6405.0,6475.0,6185.0,6400.0,4378
2018-08-17,6480.0,6545.0,6245.0,6265.0,4288
2018-08-20,6430.0,6515.0,6360.0,6490.0,2381
2018-08-21,6425.0,6470.0,6205.0,6395.0,3319
2018-08-22,6405.0,6870.0,6250.0,6440.0,5379
2018-08-23,6405.0,6465.0,6225.0,6350.0,3554
2018-08-24,6615.0,6640.0,6450.0,6460.0,2656
2018-08-27,6730.0,6760.0,6650.0,6655.0,2398
2018-08-28,7090.0,7125.0,6715.0,6720.0,5220
2018-08-29,7000.0,7120.0,6890.0,7100.0,3899
2018-08-30,6815.0,7055.0,6795.0,7045.0,4779
2018-08-31,6925.56005859375,7025.0,6895.0,6940.0,0
2018-09-04,7350.0,7410.0,7220.0,7305.0,5305
2018-09-05,6900.0,7395.0,6840.0,7355.0,4585
2018-09-06,6430.0,6925.0,6215.0,6925.0,5796
2018-09-07,6390.0,6505.0,6280.0,6410.0,2475
2018-09-10,6265.0,6350.0,6175.0,6340.0,1936
2018-09-11,6230.0,6385.0,6120.0,6260.0,1857
2018-09-12,6290.0,6335.0,6175.0,6270.0,1581
2018-09-13,6435.0,6525.0,6295.0,6295.0,2350
2018-09-14,6525.0,6575.0,6330.0,6450.0,2085
2018-09-17,6230.0,6525.0,6165.0,6470.0,2337
2018-09-18,6275.0,6370.0,6180.0,6210.0,1108
2018-09-19,6375.0,6535.0,6035.0,6305.0,3037
2018-09-20,6400.0,6435.0,6310.0,6365.0,1373
2018-09-21,6740.0,6775.0,6455.0,6470.0,3627
2018-09-24,6610.0,6720.0,6555.0,6665.0,2081
2018-09-25,6355.0,6605.0,6315.0,6605.0,3388
2018-09-26,6485.0,6535.0,6365.0,6385.0,3381
2018-09-27,6655.0,6745.0,6415.0,6460.0,3087
2018-09-28,6647.7998046875,6800.0,6570.0,6720.0,4965
2018-10-01,6540.0,6625.0,6455.0,6560.0,1477
2018-10-02,6510.0,6585.0,6435.0,6550.0,1131
2018-10-03,6425.0,6520.0,6345.0,6510.0,1356
2018-10-04,6555.0,6610.0,6405.0,6415.0,1697
2018-10-05,6530.0,6580.0,6500.0,6530.0,928
2018-10-08,6630.0,6675.0,6515.0,6530.0,1783
2018-10-09,6580.0,6620.0,6535.0,6620.0,1004
2018-10-10,6540.0,6590.0,6450.0,6580.0,1700
2018-10-11,6180.0,6535.0,6030.0,6515.0,4268
2018-10-12,6185.0,6225.0,6095.0,6180.0,1908
2018-10-15,6390.0,6770.0,6110.0,6165.0,6704
2018-10-16,6420.0,6495.0,6380.0,6390.0,1604
2018-10-17,6420.0,6480.0,6400.0,6445.0,1189
2018-10-18,6390.0,6480.0,6330.0,6430.0,2759
2018-10-19,6380.0,6405.0,6340.0,6375.0,1108
2018-10-22,6395.0,6445.0,6360.0,6415.0,1752
2018-10-23,6395.0,6425.0,6350.0,6400.0,1492
2018-10-24,6425.0,6490.0,6380.0,6395.0,2799
2018-10-25,6405.0,6420.0,6315.0,6420.0,2486
2018-10-26,6391.68994140625,6455.0,6375.0,6395.0,2434
2018-10-29,6240.0,6440.0,6185.0,6390.0,3904
2018-10-30,6245.0,6290.0,6230.0,6245.0,1992
2018-10-31,6295.0,6340.0,6170.0,6255.0,3161
2018-11-01,6315.0,6335.0,6290.0,6295.0,1174
2018-11-02,6345.0,6375.0,6320.0,6335.0,1647
2018-11-05,6390.0,6450.0,6365.0,6400.0,2336
2018-11-06,6415.0,6475.0,6385.0,6395.0,3048
2018-11-07,6510.0,6545.0,6430.0,6430.0,4263
2018-11-08,6410.0,6525.0,6370.0,6510.0,4418
2018-11-09,6335.0,6415.0,6240.0,6400.0,2878
2018-11-12,6325.0,6395.0,6290.0,6290.0,1997
2018-11-13,6285.0,6325.0,6225.0,6315.0,2534
2018-11-14,5365.0,6290.0,5230.0,6290.0,8940
2018-11-15,5425.0,5590.0,5155.0,5510.0,8633
2018-11-16,5450.0,5550.0,5385.0,5435.0,3416
2018-11-19,4835.0,5515.0,4560.0,5500.0,11321
2018-11-20,4240.0,4870.0,4015.0,4740.0,12827
2018-11-21,4390.0,4620.0,4165.0,4230.0,6540
2018-11-23,4190.0,4375.0,4085.0,4370.0,5146
2018-11-26,3605.0,4055.0,3515.0,3965.0,8901
2018-11-27,3720.0,3790.0,3550.0,3635.0,6129
2018-11-28,4300.0,4365.0,3750.0,3790.0,6789
2018-11-29,4180.0,4400.0,4075.0,4195.0,5112
2018-11-30,3953.0,4280.0,3870.0,4215.0,5068
2018-12-03,3800.0,4130.0,3690.0,4090.0,3383
2018-12-04,3840.0,4015.0,3690.0,3905.0,3059
2018-12-06,3600.0,3960.0,3360.0,3670.0,5768
2018-12-07,3300.0,3595.0,3135.0,3575.0,6081
2018-12-10,3375.0,3580.0,3330.0,3495.0,1918
2018-12-11,3320.0,3405.0,3265.0,3380.0,1989
2018-12-12,3420.0,3470.0,3305.0,3345.0,2665
2018-12-13,3215.0,3420.0,3190.0,3395.0,3796
2018-12-14,3145.0,3265.0,3120.0,3235.0,3046
2018-12-17,3530.0,3570.0,3165.0,3180.0,4114
2018-12-18,3495.0,3560.0,3425.0,3475.0,3415
2018-12-19,3695.0,3890.0,3550.0,3550.0,4997
2018-12-20,3875.0,4150.0,3635.0,3675.0,4834
2018-12-21,3775.0,4135.0,3605.0,4040.0,5616
2018-12-24,4070.0,4265.0,3925.0,3950.0,2415
2018-12-26,3760.0,3850.0,3610.0,3775.0,2751
2018-12-27,3565.0,3840.0,3535.0,3800.0,3404
2018-12-28,3708.56005859375,3800.0,3560.0,3560.0,4180
2018-12-31,3650.0,3810.0,3600.0,3800.0,1961
2019-01-02,3830.0,3855.0,3685.0,3720.0,3227
2019-01-03,3760.0,3870.0,3710.0,3850.0,3620
2019-01-04,3745.0,3875.0,3690.0,3755.0,3919
2019-01-07,3985.0,4070.0,3945.0,3990.0,2757
2019-01-08,3985.0,4095.0,3925.0,3980.0,4171
2019-01-09,3990.0,4030.0,3950.0,3990.0,3683
2019-01-10,3605.0,4020.0,3525.0,3995.0,5744
2019-01-11,3635.0,3685.0,3560.0,3600.0,4216
2019-01-14,3650.0,3700.0,3400.0,3490.0,4387
2019-01-15,3535.0,3665.0,3490.0,3650.0,3786
2019-01-16,3560.0,3645.0,3545.0,3550.0,4110
2019-01-17,3605.0,3645.0,3515.0,3570.0,3564
2019-01-18,3585.0,3630.0,3540.0,3615.0,2669
2019-01-22,3580.0,3620.0,3390.0,3525.0,6725
2019-01-23,3535.0,3615.0,3510.0,3575.0,5040
2019-01-24,3565.0,3590.0,3520.0,3545.0,2786
2019-01-25,3560.0,3580.0,3510.0,3560.0,3678
2019-01-28,3380.0,3515.0,3325.0,3485.0,4345
2019-01-29,3370.0,3395.0,3300.0,3385.0,2453
2019-01-30,3410.0,3435.0,3345.0,3360.0,3311
2019-01-31,3395.0,3455.0,3365.0,3420.0,4066
2019-02-01,3425.0,3440.0,3345.0,3385.0,4692
2019-02-04,3395.0,3415.0,3375.0,3380.0,2947
2019-02-05,3400.0,3415.0,3380.0,3390.0,1566
2019-02-06,3340.0,3420.0,3310.0,3405.0,3783
2019-02-07,3340.0,3370.0,3335.0,3345.0,1731
2019-02-08,3615.0,3730.0,3325.0,3350.0,9872
2019-02-11,3605.0,3650.0,3580.0,3610.0,5075
2019-02-12,3605.0,3625.0,3550.0,3595.0,3944
2019-02-13,3570.0,3630.0,3555.0,3575.0,2811
2019-02-14,3565.0,3595.0,3530.0,3575.0,2122
2019-02-15,3565.0,3620.0,3545.0,3565.0,2597
2019-02-19,3935.0,3970.0,3595.0,3600.0,15944
2019-02-20,3935.0,3965.0,3870.0,3910.0,5226
2019-02-21,3895.0,3985.0,3855.0,3920.0,5427
2019-02-22,3930.77001953125,3955.0,3885.0,3885.0,4000
2019-02-25,3820.0,3845.0,3705.0,3770.0,5866
2019-02-26,3775.0,3820.0,3745.0,3805.0,3067
2019-02-27,3710.0,3815.0,3620.0,3780.0,4843
2019-02-28,3790.0,3875.0,3745.0,3765.0,6752
2019-03-01,3820.0,3830.0,3780.0,3785.0,1825
2019-03-04,3690.0,3795.0,3660.0,3780.0,4577
2019-03-05,3835.0,3865.0,3655.0,3675.0,4969
2019-03-06,3840.0,3900.0,3810.0,3835.0,4104
2019-03-07,3870.0,3890.0,3830.0,3855.0,4092
2019-03-08,3890.0,3920.0,3845.0,3905.0,3781
2019-03-11,3835.0,3915.0,3810.0,3885.0,3539
2019-03-12,3845.0,3880.0,3790.0,3845.0,2961
2019-03-13,3845.0,3870.0,3820.0,3855.0,2105
2019-03-14,3845.0,3905.0,3775.0,3840.0,4463
2019-03-15,3900.0,3910.0,3845.0,3850.0,2938
2019-03-18,3960.0,4025.0,3935.0,3965.0,2756
2019-03-19,3995.0,4015.0,3950.0,3970.0,2332
2019-03-20,4010.0,4020.0,3965.0,3990.0,2560
2019-03-21,3965.0,4060.0,3900.0,4015.0,3769
2019-03-22,3980.0,3995.0,3955.0,3970.0,1704
2019-03-25,3895.0,3970.0,3845.0,3965.0,2410
2019-03-26,3905.0,3915.0,3880.0,3885.0,1996
2019-03-27,4005.0,4035.0,3905.0,3905.0,4108
2019-03-28,4010.0,4035.0,3995.0,4010.0,1888
2019-03-29,4079.360107421875,4100.0,4000.0,4005.0,4797
2019-04-01,4125.0,4145.0,4040.0,4090.0,1897
2019-04-02,4775.0,5095.0,4130.0,4135.0,10442
2019-04-03,5150.0,5325.0,4810.0,4810.0,16115
2019-04-04,4840.0,5275.0,4780.0,5210.0,21775
2019-04-05,5020.0,5070.0,4890.0,4935.0,9560
2019-04-08,5210.0,5370.0,5130.0,5165.0,16170
2019-04-09,5220.0,5320.0,5150.0,5290.0,8967
2019-04-10,5415.0,5480.0,5160.0,5220.0,7838
2019-04-11,5075.0,5355.0,4965.0,5300.0,11268
2019-04-12,5065.0,5125.0,4900.0,5030.0,7931
2019-04-15,5010.0,5200.0,4945.0,5110.0,10075
2019-04-16,5200.0,5235.0,5025.0,5030.0,6800
2019-04-17,5235.0,5285.0,5185.0,5215.0,6698
2019-04-18,5295.0,5325.0,5205.0,5230.0,6451
2019-04-22,5395.0,5450.0,5255.0,5275.0,9800
2019-04-23,5590.0,5665.0,5375.0,5400.0,10603
2019-04-24,5435.0,5625.0,5370.0,5580.0,11087
2019-04-25,5490.0,5510.0,5380.0,5440.0,3535
2019-04-26,5162.33984375,5400.0,4945.0,5400.0,8655
2019-04-29,5140.0,5185.0,5070.0,5095.0,3421
2019-04-30,5230.0,5285.0,5090.0,5140.0,4094
2019-05-01,5300.0,5350.0,5250.0,5250.0,3557
2019-05-02,5390.0,5415.0,5280.0,5285.0,4551
2019-05-03,5670.0,5800.0,5355.0,5390.0,13229
2019-05-06,5745.0,5795.0,5565.0,5735.0,7075
2019-05-07,5845.0,5985.0,5685.0,5700.0,10086
2019-05-08,5900.0,5915.0,5640.0,5885.0,7023
2019-05-09,6065.0,6120.0,5850.0,5905.0,6973
2019-05-10,6365.0,6430.0,6110.0,6125.0,9795
2019-05-13,7950.0,8030.0,6870.0,7150.0,31433
2019-05-14,7780.0,8385.0,7630.0,8145.0,26372
2019-05-15,8225.0,8300.0,7815.0,7815.0,13408
2019-05-16,7875.0,8445.0,7725.0,8185.0,19966
2019-05-17,7180.0,7990.0,6320.0,7940.0,15465
2019-05-20,7850.0,8380.0,7620.0,8075.0,15195
2019-05-21,8050.0,8140.0,7840.0,8065.0,7778
2019-05-22,7950.0,8075.0,7710.0,8030.0,10834
2019-05-23,7810.0,7895.0,7485.0,7685.0,10992
2019-05-24,8085.0,8230.0,7815.0,7845.0,12003
2019-05-28,8705.0,9035.0,8550.0,8660.0,18551
2019-05-29,8690.0,8775.0,8420.0,8730.0,11721
2019-05-30,8620.0,9125.0,8345.0,8660.0,11446
2019-05-31,8414.1796875,8440.0,8100.0,8290.0,8559
2019-06-03,8640.0,8865.0,8385.0,8730.0,4641
2019-06-04,7625.0,8565.0,7515.0,8560.0,11780
2019-06-05,7835.0,7970.0,7435.0,7525.0,2851
2019-06-06,7610.0,7915.0,7460.0,7745.0,4391
2019-06-07,8010.0,8175.0,7740.0,7765.0,2925
2019-06-10,8010.0,8115.0,7515.0,7675.0,3256
2019-06-11,7920.0,8085.0,7720.0,7980.0,2537
2019-06-12,8195.0,8340.0,7830.0,7930.0,3930
2019-06-13,8285.0,8330.0,8070.0,8180.0,2079
2019-06-14,8440.0,8515.0,8215.0,8365.0,2084
2019-06-17,9380.0,9495.0,9055.0,9065.0,6926
2019-06-18,9115.0,9575.0,8985.0,9365.0,6733
2019-06-19,9210.0,9255.0,8985.0,9020.0,2222
2019-06-20,9625.0,9705.0,9260.0,9320.0,5347
2019-06-21,9980.0,10060.0,9560.0,9615.0,6905
2019-06-24,10945.0,11160.0,10615.0,10925.0,9902
2019-06-25,11380.0,11525.0,11010.0,11035.0,10348
2019-06-26,13885.0,13915.0,11520.0,11520.0,21334
2019-06-27,10855.0,13340.0,10285.0,12500.0,23272
2019-06-28,11763.7900390625,12020.0,10815.0,10865.0,9323
2019-07-01,10375.0,11505.0,10150.0,11505.0,9774
2019-07-02,10990.0,11120.0,9805.0,10685.0,6869
2019-07-03,11370.0,11765.0,10855.0,10890.0,6772
2019-07-05,11285.0,12230.0,10910.0,11485.0,8761
2019-07-08,12445.0,12525.0,11500.0,11630.0,3934
2019-07-09,12760.0,13115.0,12330.0,12530.0,6427
2019-07-10,12270.0,13480.0,11760.0,12825.0,10622
2019-07-11,11730.0,12385.0,11045.0,12130.0,9616
2019-07-12,11730.0,12005.0,11195.0,11405.0,3357
2019-07-15,10910.0,11040.0,9915.0,10945.0,7597
2019-07-16,9730.0,11155.0,9460.0,10840.0,8513
2019-07-17,9795.0,10025.0,9095.0,9695.0,8039
2019-07-18,10550.0,10825.0,9345.0,9825.0,8514
2019-07-19,10460.0,10845.0,10130.0,10635.0,4699
2019-07-22,10145.0,10720.0,10070.0,10630.0,5223
2019-07-23,10150.0,10370.0,9860.0,10290.0,3685
2019-07-24,9640.0,10155.0,9485.0,10155.0,5616
2019-07-25,9865.0,10215.0,9735.0,9780.0,3895
2019-07-26,9763.48046875,9955.0,9645.0,9875.0,2604
2019-07-29,9530.0,9850.0,9195.0,9575.0,3073
2019-07-30,9735.0,9930.0,9470.0,9565.0,2380
2019-07-31,10115.0,10295.0,9685.0,9725.0,2198
2019-08-01,10450.0,10665.0,10015.0,10160.0,1880
2019-08-02,10600.0,10870.0,10490.0,10595.0,2699
2019-08-05,11910.0,12130.0,11070.0,11070.0,4071
2019-08-06,11830.0,12505.0,11700.0,11925.0,3814
2019-08-07,11885.0,12330.0,11325.0,11600.0,5017
2019-08-08,11690.0,12205.0,11600.0,12075.0,2431
2019-08-09,11945.0,12235.0,11795.0,11855.0,3517
2019-08-12,11560.0,11695.0,11340.0,11675.0,1834
2019-08-13,10945.0,11570.0,10800.0,11505.0,4145
2019-08-14,10160.0,10955.0,10070.0,10930.0,6021
2019-08-15,10130.0,10440.0,9500.0,10240.0,7407
2019-08-16,10515.0,10590.0,9765.0,10400.0,5247
2019-08-19,10745.0,10890.0,10305.0,10445.0,2653
2019-08-20,10775.0,11015.0,10590.0,10765.0,2558
2019-08-21,10115.0,10890.0,9850.0,10815.0,5034
2019-08-22,10185.0,10255.0,9765.0,10040.0,3956
2019-08-23,10460.0,10535.0,10050.0,10205.0,3319
2019-08-26,10330.0,10730.0,9970.0,10030.0,4193
2019-08-27,10165.0,10410.0,10030.0,10305.0,3663
2019-08-28,9645.0,10320.0,9470.0,10150.0,5694
2019-08-29,9505.0,9730.0,9305.0,9695.0,4154
2019-08-30,9583.9599609375,9630.0,9385.0,9500.0,2856
2019-09-03,10800.0,10925.0,9795.0,9795.0,7222
2019-09-04,10835.0,10965.0,10470.0,10840.0,3701
2019-09-05,10625.0,10810.0,10530.0,10790.0,3606
2019-09-06,10460.0,11130.0,10230.0,10635.0,6764
2019-09-09,10370.0,10620.0,10115.0,10490.0,3966
2019-09-10,10060.0,10455.0,9945.0,10360.0,3400
2019-09-11,10125.0,10345.0,9900.0,10145.0,3528
2019-09-12,10410.0,10470.0,10085.0,10160.0,3099
2019-09-13,10265.0,10560.0,10205.0,10480.0,2876
2019-09-16,10135.0,10430.0,10105.0,10335.0,2313
2019-09-17,10305.0,10405.0,10185.0,10305.0,1583
2019-09-18,10205.0,10310.0,10120.0,10250.0,1581
2019-09-19,10155.0,10450.0,9605.0,10315.0,4344
2019-09-20,10180.0,10355.0,10095.0,10155.0,2400
2019-09-23,9805.0,10125.0,9690.0,10125.0,4645
2019-09-24,8380.0,9780.0,7995.0,9770.0,10527
2019-09-25,8350.0,8785.0,8205.0,8670.0,5824
2019-09-26,8145.0,8670.0,7710.0,8515.0,5369
2019-09-27,8004.4599609375,8140.0,7940.0,8085.0,3497
2019-09-30,8335.0,8415.0,7710.0,8090.0,4976
2019-10-01,8325.0,8560.0,8235.0,8360.0,3539
2019-10-02,8270.0,8400.0,8185.0,8330.0,1861
2019-10-03,8160.0,8435.0,8075.0,8285.0,2581
2019-10-04,8225.0,8310.0,8020.0,8165.0,1994
2019-10-07,8255.0,8350.0,7745.0,7900.0,5782
2019-10-08,8170.0,8365.0,8095.0,8260.0,2275
2019-10-09,8645.0,8780.0,8125.0,8185.0,4716
2019-10-10,8595.0,8670.0,8445.0,8605.0,2716
2019-10-11,8355.0,8850.0,8285.0,8595.0,4134
2019-10-14,8355.0,8435.0,8220.0,8255.0,1774
2019-10-15,8170.0,8435.0,8085.0,8340.0,2752
2019-10-16,7950.0,8195.0,7900.0,8150.0,3685
2019-10-17,8060.0,8150.0,7935.0,7975.0,2582
